name,club,league,nation,playstyle,global_score,stats_pace,stats_shooting,stats_passing,stats_dribbling,stats_defending,stats_physicality,price,position,player_type,is_icon,is_hero
Michael Laudrup,112658,2118,13,Trickster,88,84,80,88,90,40,63,70000,CAM,Icon,True,False
Darwin Núñez,9,13,60,Quick+Step,87,93,87,78,83,52,89,173600,ST,FUT Centurions SBC,False,False
Lea Schüller,21,2215,21,Quick+Step,87,88,88,71,87,34,75,16500,ST,FUT Centurions,False,False
Jonathan Tah,32,19,21,Aerial,87,82,40,70,68,88,87,28250,CB,FUT Centurions,False,False
Gianluca Zambrotta,112658,2118,27,Relentless,87,88,70,81,83,86,84,360000,RB,Squad Found. C.L.,False,False
Sol Campbell,112658,2118,14,Slide+Tackle,87,83,46,62,60,88,89,200000,CB,Squad Found. C.L.,False,False
Kelley O'Hara,116310,2221,95,Rapid,87,90,64,80,83,85,80,115500,RB,End of an Era SBC,False,False
Lauren Hemp,10,2216,14,,87,91,78,86,88,64,71,17500,LM,IF,False,False
Mateo Retegui,115845,31,27,First+Touch,87,87,89,79,85,49,88,45300,ST,SBC,False,False
Granit Xhaka,32,19,47,Bruiser,87,80,76,86,78,83,90,18000,CDM,Track Stars,False,False
Alphonso Davies,21,19,70,Rapid,87,97,71,82,87,78,82,214000,LB,Track Stars,False,False
Mayra Ramírez,5,2216,56,Acrobatic,87,94,87,81,89,39,90,20000,ST,Track Stars,False,False
Salma Celeste Paralluelo Ayingono,241,2222,45,Relentless,87,96,87,81,87,55,85,116000,LW,Track Stars,False,False
Iñigo Martínez Berridi,241,53,45,Slide+Tackle,87,81,62,74,70,87,87,35500,CB,Track Stars,False,False
Landon Donovan,114605,39,95,Quick+Step,87,91,87,82,87,47,76,24000,CAM,Track Stars Hero,False,True
Ludovic Giuly,114605,53,18,Acrobatic,87,90,84,82,87,51,70,50000,RM,Track Stars Hero,False,True
Javier Zanetti,112658,2118,52,Rapid,87,88,65,87,85,83,75,336850,RB,On This Day SBC,False,False
Pierre-Emerick Aubameyang,112391,350,115,Finesse+Shot,87,93,87,78,85,40,70,137300,ST,Flashback SBC,False,False
Angelina Alonso Costantino,116307,2221,54,Technical,87,86,80,87,88,82,83,28850,CM,ShowDown SBC,False,False
C. Ronaldo dos Santos Aveiro,112139,350,38,Power+Shot,87,80,89,78,82,35,78,0,ST,IF,False,False
Dante Vanzeir,689,39,7,,87,90,85,78,87,45,80,10550,ST,ShowDown SBC,False,False
Emil Forsberg,689,39,46,,87,84,86,89,89,44,79,16000,CAM,FC Pro,False,False
Ferdi Kadioglu,1808,13,48,,87,92,73,81,91,83,82,103000,LB,FC Pro,False,False
Sam Morsy,94,13,111,,87,79,71,83,81,86,90,17250,CDM,FC Pro,False,False
Anderson Souza Conceição,112139,350,54,Quick+Step,87,87,87,83,87,54,81,183950,CAM,Flashback SBC,False,False
Clara Mateo,111817,2218,18,,87,88,87,83,86,61,75,23000,ST,SIF,False,False
Ramy Bensebaini,22,19,97,,87,89,78,81,87,85,85,41900,LB,ShowDown SBC,False,False
Hiroki Ito,21,19,163,,87,86,66,79,81,88,84,41700,CB,ShowDown SBC,False,False
Charles De Ketelaere,115845,31,7,,79,69,77,78,81,55,70,350,CAM,Normal,False,False
Brais Méndez Portela,457,53,45,Incisive+Pass,87,83,87,89,87,71,81,15000,CM,Thunderstruck,False,False
Nemanja Gudelj,481,53,51,,87,79,81,86,77,87,91,15000,CB,Thunderstruck,False,False
Jessie Fleming,111140,2221,70,Press+Proven,86,88,83,86,90,74,70,56350,CM,Ultimate Succession,False,False
Janou Levels,32,2215,34,Intercept,86,92,50,80,83,82,71,15750,LB,IF,False,False
Gaston Brugman,697,39,60,Incisive+Pass,86,85,83,86,87,84,86,37500,CM,IF,False,False
Henrikh Mkhitaryan,131682,31,3,,86,81,83,86,87,76,81,44500,CM,IF,False,False
Jonathan David,65,16,70,,86,88,86,78,84,41,81,17500,ST,SIF,False,False
Domenico Berardi,111974,32,27,,86,83,85,82,88,40,74,15500,RW,IF,False,False
Donovan Léon,57,16,18,,86,88,85,84,88,65,86,16250,GK,SIF,False,False
Dominique Janssen,11,2216,34,,84,78,59,75,75,83,83,1500,CB,Normal,False,False
Hernán Barcos,111010,1003,52,Chip+Shot,86,86,91,82,84,60,90,17000,ST,Globetrotters,False,False
Mathew Ryan,52,31,195,Far+Throw,86,84,86,88,87,60,87,22250,GK,Globetrotters,False,False
José Sosa,101083,1003,52,,86,83,82,91,88,78,80,15500,CM,Globetrotters,False,False
Nahuel Molina,240,53,52,Whipped+Pass,86,90,71,82,85,86,76,24250,RB,Globetrotters SBC,False,False
Ismaïla Sarr,1799,13,136,Rapid,86,94,86,80,89,40,80,21750,RW,TOTW,False,False
Youssef En-Nesyri,326,68,129,Power+Header,86,87,87,72,83,38,83,21250,ST,TOTW,False,False
Melchie Dumornay,66,2218,80,Chip+Shot,86,94,86,83,88,64,75,16250,ST,TOTW,False,False
Lineth Beerensteyn,175,2215,34,,86,91,83,80,89,55,80,17000,LW,TOTW,False,False
Branco van den Boomen,245,10,34,Long+Ball+Pass,86,80,85,89,81,86,82,14500,CDM,Winter Wildcards,False,False
Eren Dinkçi,25,19,48,Trickster,86,92,84,80,86,33,70,14500,RM,Winter Wildcards,False,False
Osame Sahraoui,65,16,129,Quick+Step,86,89,76,82,87,57,66,16750,LM,Winter Wildcards,False,False
Fabián Ruiz Peña,73,16,45,Pinged+Pass,86,76,81,85,86,80,78,21500,CM,TOTW,False,False
Patrik Schick,32,19,12,,86,84,87,81,86,44,81,18000,ST,SIF,False,False
Rodrigo De Paul,240,53,52,,84,76,77,83,82,76,82,1300,CM,Normal,False,False
Sem Steijn,1908,10,34,Relentless,86,84,86,84,86,74,83,14500,CAM,Winter Wildcards,False,False
Niklas Süle,22,19,21,Bruiser,86,80,78,85,81,84,87,16500,CDM,Winter Wildcards,False,False
Frank Lampard,112658,2118,14,Relentless,86,84,86,85,87,80,84,113100,CM,On This Day SBC,False,False
Manuela Vanegas,457,2222,56,Bruiser,86,82,65,75,74,84,99,15000,CB,Winter Wildcards,False,False
Daizen Maeda,78,50,163,Quick+Step,86,99,82,80,84,71,82,27250,LW,Winter Wildcards,False,False
Nadiem Amiri,169,19,21,Incisive+Pass,86,84,81,86,87,80,81,23250,CM,Winter Wildcards,False,False
Zuriko Davitashvili,1819,16,20,Block,86,96,80,86,88,85,77,27000,LB,Winter Wildcards,False,False
Edna Imade,110832,2222,133,Press+Proven,86,84,87,76,86,60,89,23300,ST,Liga F POTM SBC,False,False
María Francesca Caldentey Oliver,1,2216,45,Tiki+Taka,84,77,84,84,85,57,77,1300,LW,Normal,False,False
Sandy Baltimore,5,2216,18,,84,84,72,85,84,64,69,1300,RM,Normal,False,False
Alex Greenwood,10,2216,14,Block,84,71,65,80,74,85,82,1300,CB,Normal,False,False
Ella Toone,11,2216,14,Flair,84,81,79,78,86,51,65,1800,CAM,Normal,False,False
Fran Kirby,1808,2216,14,,84,86,83,78,88,42,59,1300,CAM,Normal,False,False
Kadeisha Buchanan,5,2216,70,Intercept,84,67,44,58,65,86,84,1300,CB,Normal,False,False
Manuela Zinsberger,1,2216,4,,84,84,77,78,85,46,85,1200,GK,Normal,False,False
Matthijs de Ligt,11,13,34,,84,62,61,63,67,85,83,1200,CB,Normal,False,False
Sadio Mané,112139,350,136,,84,83,81,78,86,44,75,1200,LM,Normal,False,False
Rúben Diogo da Silva Neves,605,350,38,,84,57,75,86,77,77,77,1300,CDM,Normal,False,False
Kalidou Koulibaly,605,350,136,,84,76,48,64,67,85,84,1200,CB,Normal,False,False
Yassine Bounou,605,350,129,Far+Throw,84,81,82,77,86,38,83,1200,GK,Normal,False,False
Christopher Nkunku,5,13,18,,84,81,81,81,86,60,67,2000,CAM,Normal,False,False
Ingrid Syrstad Engen,241,2222,36,Intercept,84,72,61,81,77,86,80,1300,CB,Normal,False,False
Caroline Weir,243,2222,42,,84,72,83,84,84,73,69,1300,CAM,Normal,False,False
Alba Redondo Ferrer,243,2222,45,,84,84,85,70,84,26,64,2400,ST,Normal,False,False
Alejandro Remiro Gargallo,457,53,45,,84,84,79,80,86,42,86,1200,GK,Normal,False,False
Iago Aspas Juncal,450,53,45,Chip+Shot,84,81,86,79,86,35,65,1300,ST,Normal,False,False
Julián Álvarez,240,53,52,Press+Proven,84,85,84,80,85,57,78,2200,ST,Normal,False,False
Manuel Akanji,10,13,47,,84,78,48,71,75,85,82,1300,CB,Normal,False,False
Amanda Ilestedt,1,2216,46,Anticipate,84,68,46,65,63,87,78,1300,CB,Normal,False,False
Hannah Blundell,11,2216,14,,84,70,54,72,73,85,72,1300,LB,Normal,False,False
Nathan Aké,10,13,34,,84,76,53,72,75,84,77,1200,CB,Normal,False,False
Lara Prašnikar,1824,2215,44,,84,77,84,69,83,44,79,1300,ST,Normal,False,False
Sara Doorsoun,1824,2215,21,,84,77,60,74,76,85,83,1500,CB,Normal,False,False
Linda Dallmann,21,2215,21,,84,77,78,81,87,46,59,1200,RM,Normal,False,False
Georgia Stanway,21,2215,14,,84,80,78,80,86,76,75,1300,CDM,Normal,False,False
Glódís Perla Viggósdóttir,21,2215,24,,84,73,54,68,61,86,81,1300,CB,Normal,False,False
Mattéo Tramoni,110738,32,18,,83,95,79,80,83,60,77,17000,LM,TOTW,False,False
Ryan Williams,113302,2149,195,,83,93,83,84,78,70,72,15500,RW,TOTW,False,False
Ciaron Brown,1951,14,35,,83,83,62,71,76,84,89,17750,CB,TOTW,False,False
Geny Cipriano Catamo,237,308,130,,83,94,80,76,88,71,66,17000,RM,TOTW,False,False
Hugo Siquet,231,4,7,,83,87,70,86,83,78,80,20000,LB,TOTW,False,False
Josh Eccles,1800,14,14,,71,71,53,67,67,70,69,300,CDM,Normal,False,False
Nicola Leali,110556,31,27,,83,86,84,74,85,47,80,18500,GK,TOTW,False,False
Lautaro Valenti,50,31,52,,69,70,51,55,57,68,75,200,CB,Normal,False,False
Joe Lolley,111400,351,14,,74,73,70,70,76,49,63,350,RM,Normal,False,False
Roman Kvet,537,4,12,,83,83,86,85,84,75,85,15750,CM,TOTW,False,False
Rabiot,219,16,18,,83,82,76,80,79,82,86,900,CM,normal,False,False
Emanuel Emegha,76,16,34,,83,92,83,67,81,41,85,25250,ST,TOTW,False,False
Davidson Da Luz Pereira,101014,68,54,,83,90,81,77,87,48,80,17250,LM,TOTW,False,False
Angus Thurgate,114023,351,195,,83,83,73,80,84,76,85,16000,CDM,TOTW,False,False
Amankwah Forson,1792,14,117,,69,86,55,65,73,54,50,300,RM,Normal,False,False
Robson Alves de Barros,1896,308,54,,83,84,51,65,72,85,80,14500,CB,TOTW,False,False
Evann Guessand,72,16,108,,83,92,84,67,83,37,82,16000,RM,TOTW,False,False
Eliezer Mayenda,106,14,45,,83,82,83,79,84,54,83,32000,CAM,TOTW,False,False
Nathanaël Saintini,67,17,18,,83,83,55,72,68,81,88,17000,CB,TOTW,False,False
Jakob Breum,100632,10,13,Power+Shot,83,86,80,78,84,55,80,15500,CAM,TOTW,False,False
Musa Barrow,112393,350,116,,76,84,73,68,76,31,64,350,LW,Normal,False,False
Lucas Oliveira Rosa,462,53,54,Quick+Step,83,88,55,71,74,80,77,21250,LB,TOTW,False,False
Nikola Krstovic,347,31,15,Power+Header,83,80,83,65,81,35,83,15750,ST,TOTW,False,False
Adrian Segecic,111400,351,195,Long+Throw,83,94,78,79,83,60,72,14500,LW,TOTW,False,False
Mahdi Camara,378,16,18,Press+Proven,83,75,71,80,85,84,83,17500,CM,TOTW,False,False
Pedro Jorge Gonçalves Malheiro,436,68,38,Whipped+Pass,83,90,74,76,83,78,73,15750,RB,TOTW,False,False
Ferran Jutglà Blanch,231,4,45,Finesse+Shot,83,86,83,75,87,39,85,19250,ST,TOTW,False,False
Hugo Picard,62,17,18,Whipped+Pass,83,90,80,81,83,71,67,15000,LM,TOTW,False,False
Nastasic,100888,53,51,Bruiser,83,75,45,72,65,84,83,16750,CB,TOTW,False,False
Batcheba Louis,116036,2218,80,Quick+Step,83,93,83,77,84,46,74,15000,ST,TOTW,False,False
Luuk de Jong,247,10,34,Power+Header,81,44,80,73,73,57,80,650,ST,Normal,False,False
Frederico de Paula Santos,326,68,54,Relentless,81,75,71,79,82,75,78,650,CDM,Normal,False,False
Océane Deslandes,70,2218,18,,81,68,55,78,72,82,79,650,CB,Normal,False,False
Paulina Dudek,73,2218,37,,81,62,46,62,68,85,72,450,CB,Normal,False,False
Julie Dufour,111817,2218,18,,81,86,76,78,82,51,61,1500,LM,Normal,False,False
Nerea Eizagirre Lasa,457,2222,45,,81,79,83,79,85,63,71,650,LW,Normal,False,False
Abby Erceg,116308,2221,198,,81,47,39,59,64,84,80,1300,CB,Normal,False,False
Eberechi Eze,1799,13,14,,81,78,81,78,84,49,69,650,CAM,Normal,False,False
Youssouf Fofana,131681,31,18,,81,69,68,74,77,78,80,650,CDM,Normal,False,False
Emily Fox,1,2216,95,,81,69,47,69,78,79,73,400,LB,Normal,False,False
Davide Frattesi,131682,31,27,,81,80,74,78,81,71,71,650,CM,Normal,False,False
Remo Freuler,189,31,47,,81,60,72,76,77,77,74,400,CDM,Normal,False,False
Conor Gallagher,240,53,14,,81,73,75,78,78,77,81,650,CM,Normal,False,False
Naomi Girma,116312,2221,95,,81,65,51,66,72,82,74,800,CB,Normal,False,False
Alexandr Golovin,69,16,40,,81,77,77,80,83,61,68,650,LM,Normal,False,False
Esther González Rodríguez,116310,2221,45,,81,77,82,69,79,31,72,400,ST,Normal,False,False
Pascal Groß,22,19,21,,81,50,77,85,80,73,74,350,CDM,Normal,False,False
Marc Guéhi,1799,13,14,,81,72,39,65,72,82,77,400,CB,Normal,False,False
Évelyne Viens,52,2236,70,,81,81,80,61,80,25,63,400,ST,Normal,False,False
Wilfried Zaha,66,16,108,,81,86,78,73,85,37,75,650,LM,Normal,False,False
Raheem Sterling,1,13,14,,81,85,78,75,85,42,65,650,LM,Normal,False,False
Aaron Ramsdale,17,13,14,,81,81,79,85,83,48,78,650,GK,Normal,False,False
Ferdi Kadıoğlu,1808,13,48,,81,88,65,75,85,75,76,650,LB,Normal,False,False
Callum Hudson-Odoi,14,13,14,,81,87,79,80,85,55,67,20750,LM,IF,False,False
Odilon Kossounou,115845,31,108,,81,80,32,64,67,82,80,650,CB,Normal,False,False
Manuel Ugarte,11,13,60,,81,69,65,73,77,78,80,650,CDM,Normal,False,False
Evander da Silva Ferreira,111140,39,54,,81,77,78,81,84,72,75,24500,CAM,IF,False,False
Matteo Gabbia,131681,31,27,,81,75,40,56,63,84,81,27500,CB,IF,False,False
Fashion Sakala,113057,350,147,,81,93,82,69,81,38,72,33250,RM,IF,False,False
Bryan Zaragoza Martínez,479,53,45,,81,89,80,77,86,38,52,19500,LW,IF,False,False
Yuri Berchiche Izeta,448,53,45,,79,79,68,74,75,77,83,650,LB,Normal,False,False
Steven Berghuis,245,10,34,,79,72,80,82,79,39,66,350,RW,Normal,False,False
Cristiano Biraghi,110374,31,27,,79,72,69,78,76,76,73,350,LB,Normal,False,False
Marco Bizot,378,16,34,,79,79,76,72,80,46,79,650,GK,Normal,False,False
Vilde Bøe Risa,240,2222,36,,79,64,68,73,79,63,74,350,CM,Normal,False,False
Giacomo Bonaventura,111674,350,27,,79,65,78,80,80,70,64,350,CAM,Normal,False,False
Jarrad Branthwaite,7,13,14,,79,71,37,53,59,79,77,350,CB,Normal,False,False
Brian Brobbey,245,10,34,,79,85,76,57,73,30,80,650,ST,Normal,False,False
Marcin Bułka,72,16,37,,79,79,76,71,81,27,79,650,GK,Normal,False,False
Jelena Čanković,1808,2216,51,,79,73,79,75,82,59,71,350,CM,Normal,False,False
Matheus Santos Carneiro Da Cunha,110,13,54,,79,84,78,76,83,44,75,650,ST,Normal,False,False
Matty Cash,2,13,37,,79,77,66,71,75,75,76,350,RB,Normal,False,False
Valentin Castellanos,115841,31,52,,79,72,79,69,75,42,77,350,ST,Normal,False,False
Alejandro Catena Marugán,479,53,45,,79,65,39,63,53,80,78,350,CB,Normal,False,False
Daniel Ceballos Fernández,243,53,45,,79,63,70,79,82,70,67,350,CM,Normal,False,False
Ben Chilwell,5,13,14,,79,76,60,78,77,75,72,600,LB,Normal,False,False
Jordy Clasie,1906,10,34,,79,57,64,79,75,72,69,350,CDM,Normal,False,False
Sam Coffey,111140,2221,95,,79,73,72,79,75,77,77,650,CM,Normal,False,False
Aldana Cometti,116334,2222,52,,79,62,30,56,63,80,80,350,CB,Normal,False,False
Dante Bonfim Costa Santos,72,16,54,,79,32,52,69,65,81,79,350,CB,Normal,False,False
Jovana Damnjanović,21,2215,51,,79,79,77,70,77,43,77,350,ST,Normal,False,False
Andreia de Jesus Jacinto,457,2222,38,,79,74,68,76,76,64,70,350,CM,Normal,False,False
Marten de Roon,115845,31,34,,79,64,71,75,75,82,83,500,CM,Normal,False,False
Tainara de Souza da Silva,21,2215,54,,79,54,46,65,68,82,71,350,CB,Normal,False,False
Romain Del Castillo,378,16,18,,79,84,76,78,81,42,65,350,RW,Normal,False,False
Kristin Demann,175,2215,21,,79,65,52,77,71,77,77,350,CDM,Normal,False,False
Savannah DeMelo,116308,2221,95,,79,66,76,78,80,52,67,350,CAM,Normal,False,False
Ermedin Demirović,36,19,8,,79,69,81,72,77,41,79,350,ST,Normal,False,False
Lina Hurtig,1,2216,46,,78,73,78,74,78,49,74,350,LW,Normal,False,False
Hee Chan Hwang,110,13,167,,78,84,77,70,78,39,74,350,ST,Normal,False,False
Borja Iglesias Quintás,450,53,45,,78,62,80,66,74,40,77,350,ST,Normal,False,False
Junya Ito,379,16,163,,78,87,69,74,79,58,68,650,RM,Normal,False,False
Juan Miguel Jiménez López,449,53,45,,78,78,77,71,80,31,62,1000,LM,Normal,False,False
Brennan Johnson,18,13,50,,78,89,74,72,78,43,59,650,RM,Normal,False,False
Pierre Kalulu,45,31,18,,78,78,50,68,69,79,74,650,CB,Normal,False,False
Kevin Kampl,112172,19,44,,78,52,66,79,81,64,59,350,CM,Normal,False,False
Moise Kean,110374,31,27,,78,84,76,58,76,40,75,350,ST,Normal,False,False
Katarzyna Kiedrzynek,73,2218,37,,78,78,77,74,80,39,78,350,GK,Normal,False,False
Lisa Kolb,25,2215,4,,78,76,71,77,80,46,72,350,RW,Normal,False,False
Paulina Krumbiegel,45,2236,21,,78,84,70,74,78,62,73,350,RW,Normal,False,False
Natalia Kuikka,116305,2221,17,,78,78,52,70,74,78,78,350,CB,Normal,False,False
Kodjo Fo-Doh Laba,111701,2172,144,,78,77,78,64,70,25,83,350,ST,Normal,False,False
Gaëtan Laborde,72,16,18,,78,70,79,76,79,40,79,700,RW,Normal,False,False
Armand Laurienté,111974,32,18,,78,80,76,75,80,35,61,350,LW,Normal,False,False
Jade Le Guilly,73,2218,18,,78,68,55,71,70,77,68,350,RB,Normal,False,False
Victor Lindelöf,11,13,46,,78,52,51,73,72,80,74,350,CB,Normal,False,False
Sarai Linder,175,2215,21,,78,77,52,70,75,77,73,650,RB,Normal,False,False
Tino Livramento,13,13,14,,78,83,50,70,79,74,73,400,RB,Normal,False,False
Hirving Lozano,247,10,83,,78,88,75,71,80,41,58,900,RW,Normal,False,False
Matheus Luiz Nunes,10,13,38,,78,83,71,74,81,73,76,650,CM,Normal,False,False
Noni Madueke,5,13,14,,78,90,72,72,82,38,67,650,RM,Normal,False,False
Joakim Mæhle,175,19,13,,78,76,57,71,74,73,78,350,RB,Normal,False,False
Lovro Majer,175,19,10,,78,62,73,80,83,60,71,350,CM,Normal,False,False
Nemanja Maksimović,1884,63,51,,78,47,73,74,73,77,79,350,CM,Normal,False,False
Steve Mandanda,74,16,18,,78,75,77,74,79,49,77,750,GK,Normal,False,False
Solly March,1808,13,14,,78,75,71,76,79,67,65,350,RM,Normal,False,False
Ana Marcos Moral,461,2222,45,,78,77,79,72,80,51,81,650,ST,Normal,False,False
Cari Roccaro,116305,2221,95,,77,73,68,74,76,71,70,350,CDM,Normal,False,False
Ricardo Rodríguez,449,53,47,,77,70,69,79,76,79,74,350,CB,Normal,False,False
Jonathan Rodríguez,111140,39,60,,77,87,77,65,79,38,76,600,ST,Normal,False,False
Youssouf Sabaly,449,53,136,,77,78,54,65,74,74,71,350,RB,Normal,False,False
Umar Sadiq,457,53,133,,77,83,76,60,72,30,76,350,ST,Normal,False,False
Matvey Safonov,73,16,40,,77,78,74,75,80,44,77,550,GK,Normal,False,False
Roland Sallai,25,19,23,,77,74,71,71,79,38,70,3000,RM,Normal,False,False
Enith Salón Marcuello,461,2222,45,,77,80,77,71,77,47,74,350,GK,Normal,False,False
Antonio Sanabria,54,31,58,,77,75,75,69,80,32,60,350,ST,Normal,False,False
Ibrahim Sangaré,14,13,108,,77,60,65,72,72,77,83,350,CDM,Normal,False,False
Baptiste Santamaria,74,16,18,,77,42,67,73,74,73,73,750,CDM,Normal,False,False
Daniel Santos Bragança,237,308,38,,77,80,69,76,80,65,61,350,CM,Normal,False,False
Pablo Sarabia García,110,13,45,,77,69,73,79,79,57,58,350,CAM,Normal,False,False
Marvin Schwäbe,31,20,21,,77,77,74,75,81,47,74,350,GK,Normal,False,False
Nicolas Seiwald,112172,19,4,,77,73,62,73,74,74,75,350,CDM,Normal,False,False
Matz Sels,14,13,7,,77,76,76,79,77,36,77,350,GK,Normal,False,False
Suat Serdar,206,31,21,,77,68,71,73,79,73,76,350,CM,Normal,False,False
Giovanni Simeone,48,31,52,,77,71,79,63,73,41,74,350,ST,Normal,False,False
Luis Sinisterra,1943,13,56,,77,88,71,69,82,52,51,350,LM,Normal,False,False
Oliver Skipp,95,13,14,,77,61,47,68,71,75,70,350,CDM,Normal,False,False
Emile Smith Rowe,144,13,14,,77,76,71,74,80,43,61,350,LM,Normal,False,False
Florian Sotoca,64,16,18,,77,73,75,75,73,50,81,450,ST,Normal,False,False
